,T_w,W name,ID_w,Gas Name,Gas Gauge,OD_gas,ID_gas,LBE Name,OD_Pb,ID_Pb,GasGap,T1,T2,A_Pb,A_water,Dc,Dh_w,W_velocity,LBE mass flow,0,0
2212,0.003517899999999999,T-1.125,0.0260858,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0002494161157286822,0.0174138,0.007035799999999998,9.591779948213436,1.5742139255015641,711.1105078459169,192.18277367285916
2213,0.00034290000000000015,T-1.125,0.0260858,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,2.7731593623526958e-05,0.021521199999999997,0.0006858000000000003,86.26783336310092,2.3837491451866115,654.9473474278606,192.0377228063898
2223,0.0036956999999999997,T-1.125,0.0264414,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.000264086310663513,0.0174138,0.007391399999999999,9.058949294255067,1.5742139255015641,710.1109980216329,192.18277367285916
2224,0.0005207000000000007,T-1.125,0.0264414,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,4.240178855835777e-05,0.021521199999999997,0.0010414000000000014,56.42083928405665,2.3837491451866115,654.1008054505113,192.0377228063898
2234,0.0038735,T-1.125,0.026797,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00027895513493015,0.0174138,0.007747,8.576090553797103,1.5742139255015641,709.1033974436833,192.18277367285916
2235,0.0006985000000000012,T-1.125,0.026797,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,5.7270612824994756e-05,0.021521199999999997,0.0013970000000000024,41.77263660366418,2.3837491451866115,653.2473096497823,192.0377228063898
2245,0.003949699999999999,T-1.125,0.0269494,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0002853882930847717,0.0174138,0.007899399999999997,8.382770266252772,1.5742139255015641,708.6691178555316,192.18277367285916
2246,0.0007746999999999997,T-1.125,0.0269494,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,6.370377097961645e-05,0.021521199999999997,0.0015493999999999994,37.5542053605138,2.3837491451866115,652.8794172165464,192.0377228063898
2256,0.004051299999999999,T-1.125,0.0271526,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00029402258852859306,0.0174138,0.008102599999999998,8.13660103320601,1.5742139255015641,708.0878109576657,192.18277367285916
2257,0.0008763,T-1.125,0.0271526,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,7.233806642343783e-05,0.021521199999999997,0.0017526,33.0717230345063,2.3837491451866115,652.3869415289258,192.0377228063898
2267,0.004127499999999999,T-1.125,0.027305,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0003005408735397033,0.0174138,0.008254999999999998,7.960130245950097,1.5742139255015641,707.6501408616595,192.18277367285916
2268,0.0009525000000000002,T-1.125,0.027305,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,7.885635143454808e-05,0.021521199999999997,0.0019050000000000004,30.338006439384102,2.3837491451866115,652.0161287288595,192.0377228063898
2278,0.0042036999999999995,T-1.125,0.0274574,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00030709564148930857,0.0174138,0.008407399999999999,7.7902261523661,1.5742139255015641,707.2110313878882,192.18277367285916
2279,0.0010287000000000004,T-1.125,0.0274574,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,8.541111938415332e-05,0.021521199999999997,0.002057400000000001,28.009754641519397,2.3837491451866115,651.6440750056894,192.0377228063898
2344,0.00030479999999999917,T-1.25,0.0196596,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,1.8533332755470046e-05,0.0174138,0.0006095999999999983,129.08334022662834,1.5742139255015641,727.6564395956125,192.18277367285916
2355,0.0007620000000000005,T-1.25,0.020574000000000002,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,4.742782004352583e-05,0.0174138,0.001524000000000001,50.44179756548233,1.5742139255015641,725.4892135941734,192.18277367285916
2366,0.0011938,T-1.25,0.0214376,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,7.592302183805269e-05,0.0174138,0.0023876,31.510132759344547,1.5742139255015641,723.3825240402597,192.18277367285916
2377,0.001778,T-1.25,0.022606,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00011634003720078549,0.0174138,0.003556,20.563380889064245,1.5742139255015641,720.4425394500339,192.18277367285916
2388,0.0021589999999999995,T-1.25,0.023368,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00014385425331577958,0.0174138,0.004317999999999999,16.630335512959324,1.5742139255015641,718.4711900532138,192.18277367285916
2399,0.002590799999999999,T-1.25,0.0242316,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00017613962705395573,0.0174138,0.005181599999999998,13.582091308021358,1.5742139255015641,716.1870482889619,192.18277367285916
2410,0.0029464,T-1.25,0.0249428,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00020360722608087298,0.0174138,0.0058928,11.749801535321806,1.5742139255015641,714.2671803368756,192.18277367285916
2421,0.0033019999999999994,T-1.25,0.025654,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0002318693424350149,0.0174138,0.006603999999999999,10.317640411121397,1.5742139255015641,712.3131697898101,192.18277367285916
2422,0.00012700000000000038,T-1.25,0.025654,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,1.0184820329859682e-05,0.021521199999999997,0.00025400000000000075,234.8931468720976,2.3837491451866115,655.965825008853,192.0377228063898
2432,0.0035814,T-1.25,0.0262128,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.000254632669225991,0.0174138,0.0071628,9.395277145229183,1.5742139255015641,710.7544754398476,192.18277367285916
2433,0.0004064000000000012,T-1.25,0.0262128,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,3.294814712083579e-05,0.021521199999999997,0.0008128000000000024,72.60937887747811,2.3837491451866115,654.645814407558,192.0377228063898
2443,0.0039369999999999995,T-1.25,0.026924,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0002843135665216059,0.0174138,0.007873999999999999,8.414457765334436,1.5742139255015641,708.741599298025,192.18277367285916
2444,0.0007620000000000005,T-1.25,0.026924,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,6.26290444164507e-05,0.021521199999999997,0.001524000000000001,38.198642816578904,2.3837491451866115,652.9408200071174,192.0377228063898
2454,0.004241799999999999,T-1.25,0.0275336,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0003103867065660468,0.0174138,0.008483599999999997,7.707625510368279,1.5742139255015641,706.9909394483605,192.18277367285916
2455,0.0010667999999999997,T-1.25,0.0275336,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,8.870218446089153e-05,0.021521199999999997,0.0021335999999999994,26.970525158401614,2.3837491451866115,651.4575847949903,192.0377228063898
2465,0.0045211999999999995,T-1.25,0.0280924,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00033479987290896423,0.0174138,0.009042399999999999,7.14559559662127,1.5742139255015641,705.3660966074322,192.18277367285916
2466,0.0013462000000000005,T-1.25,0.0280924,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,0.00011311535080380902,0.021521199999999997,0.002692400000000001,21.14960065638674,2.3837491451866115,650.0806352847346,192.0377228063898
2476,0.004699,T-1.25,0.028448,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0003505909047875587,0.0174138,0.009398,6.823749461091415,1.5742139255015641,704.3223005468536,192.18277367285916
2477,0.001524000000000001,T-1.25,0.028448,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,0.00012890638268240345,0.021521199999999997,0.003048000000000002,18.558774575979363,2.3837491451866115,649.19591907504,192.0377228063898
2486,0.00011429999999999947,T-1.25,0.0288036,T-1.125,2,0.028575,0.0141478,P-0.25,0.0137,0.01038,0.00022389999999999997,0.00166,0.0072136,8.462225387636003e-05,1.0301869757531147e-05,0.0139239,0.00022859999999999894,232.22430043427215,0.8803989676582041,540.7216351315589,192.30703440345494
2487,0.004876799999999999,T-1.25,0.0288036,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0003665805659979592,0.0174138,0.009753599999999998,6.526108363368543,1.5742139255015641,703.2710014349221,192.18277367285916
2488,0.0017017999999999998,T-1.25,0.0288036,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,0.00014489604389280399,0.021521199999999997,0.0034035999999999997,16.510764775452003,2.3837491451866115,648.3047068821385,192.0377228063898
2489,0.00011429999999999947,T-1.25,0.0288036,T-1.125,10,0.028575,0.0217678,P-0.5,0.0213,0.01708,0.00023390000000000043,0.002109999999999999,0.0034035999999999997,0.0002291213787745494,1.0301869757531147e-05,0.0215339,0.00022859999999999894,232.22430043427215,2.3837491451866115,589.4017082554087,192.0377228063898
2490,0.00011429999999999947,T-1.25,0.0288036,T-1.125,22,0.028575,0.0271526,P-0.75,0.0267,0.02248,0.00022629999999999872,0.0021100000000000008,0.0007112000000000004,0.0003969012760321659,1.0301869757531147e-05,0.0269263,0.00022859999999999894,232.22430043427215,4.129309462632495,672.238784812092,191.72471835804902
2497,0.00034290000000000015,T-1.25,0.0292608,T-1.125,2,0.028575,0.0141478,P-0.25,0.0137,0.01038,0.00022389999999999997,0.00166,0.0072136,8.462225387636003e-05,3.115186910743504e-05,0.0139239,0.0006858000000000003,76.79617840448208,0.8803989676582041,539.9180044320773,192.30703440345494
2498,0.0051053999999999995,T-1.25,0.0292608,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00038743056534786306,0.0174138,0.010210799999999999,6.174898708519903,1.5742139255015641,701.9084721418575,192.18277367285916
2499,0.0019304000000000005,T-1.25,0.0292608,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,0.00016574604324270787,0.021521199999999997,0.003860800000000001,14.433795527199765,2.3837491451866115,647.1494471520812,192.0377228063898
2500,0.00034290000000000015,T-1.25,0.0292608,T-1.125,10,0.028575,0.0217678,P-0.5,0.0213,0.01708,0.00023390000000000043,0.002109999999999999,0.0034035999999999997,0.0002291213787745494,3.115186910743504e-05,0.0215339,0.0006858000000000003,76.79617840448208,2.3837491451866115,588.4469933553266,192.0377228063898
2501,0.00034290000000000015,T-1.25,0.0292608,T-1.125,22,0.028575,0.0271526,P-0.75,0.0267,0.02248,0.00022629999999999872,0.0021100000000000008,0.0007112000000000004,0.0003969012760321659,3.115186910743504e-05,0.0269263,0.0006858000000000003,76.79617840448208,4.129309462632495,670.9971348106812,191.72471835804902
2508,0.0005207000000000007,T-1.25,0.0296164,T-1.125,2,0.028575,0.0141478,P-0.25,0.0137,0.01038,0.00022389999999999997,0.00166,0.0072136,8.462225387636003e-05,4.759554021910716e-05,0.0139239,0.0010414000000000014,50.26404756820582,0.8803989676582041,539.2876364469591,192.30703440345494
2509,0.0052832,T-1.25,0.0296164,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.00040387423645953525,0.0174138,0.0105664,5.923488753775331,1.5742139255015641,700.8404098112161,192.18277367285916
2510,0.002108200000000001,T-1.25,0.0296164,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,0.00018218971435437998,0.021521199999999997,0.004216400000000002,13.131062343916243,2.3837491451866115,646.2436892265399,192.0377228063898
2511,0.0005207000000000007,T-1.25,0.0296164,T-1.125,10,0.028575,0.0217678,P-0.5,0.0213,0.01708,0.00023390000000000043,0.002109999999999999,0.0034035999999999997,0.0002291213787745494,4.759554021910716e-05,0.0215339,0.0010414000000000014,50.26404756820582,2.3837491451866115,587.6982936669383,192.0377228063898
2512,0.0005207000000000007,T-1.25,0.0296164,T-1.125,22,0.028575,0.0271526,P-0.75,0.0267,0.02248,0.00022629999999999872,0.0021100000000000008,0.0007112000000000004,0.0003969012760321659,4.759554021910716e-05,0.0269263,0.0010414000000000014,50.26404756820582,4.129309462632495,670.023812277635,191.72471835804902
2519,0.0006984999999999995,T-1.25,0.029972,T-1.125,2,0.028575,0.0141478,P-0.25,0.0137,0.01038,0.00022389999999999997,0.00166,0.0072136,8.462225387636003e-05,6.423784066258519e-05,0.0139239,0.001396999999999999,37.241981874416545,0.8803989676582041,538.6526652271086,192.30703440345494
2520,0.005460999999999999,T-1.25,0.029972,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0004205165369030133,0.0174138,0.010921999999999998,5.6890616364973505,1.5742139255015641,699.7651819122698,192.18277367285916
2521,0.002286,T-1.25,0.029972,T-1,15,0.0254,0.0217424,P-0.5,0.0213,0.01708,0.00022119999999999952,0.002109999999999999,0.0018288000000000002,0.0002291213787745494,0.00019883201479785803,0.021521199999999997,0.004572,12.031988410115067,2.3837491451866115,645.3316993126606,192.0377228063898
2522,0.0006984999999999995,T-1.25,0.029972,T-1.125,10,0.028575,0.0217678,P-0.5,0.0213,0.01708,0.00023390000000000043,0.002109999999999999,0.0034035999999999997,0.0002291213787745494,6.423784066258519e-05,0.0215339,0.001396999999999999,37.241981874416545,2.3837491451866115,586.9442854602954,192.0377228063898
2523,0.0006984999999999995,T-1.25,0.029972,T-1.125,22,0.028575,0.0271526,P-0.75,0.0267,0.02248,0.00022629999999999872,0.0021100000000000008,0.0007112000000000004,0.0003969012760321659,6.423784066258519e-05,0.0269263,0.001396999999999999,37.241981874416545,4.129309462632495,669.0439396116299,191.72471835804902
2530,0.0007746999999999997,T-1.25,0.0301244,T-1.125,2,0.028575,0.0141478,P-0.25,0.0137,0.01038,0.00022389999999999997,0.00166,0.0072136,8.462225387636003e-05,7.143106003585332e-05,0.0139239,0.0015493999999999994,33.49165610039762,0.8803989676582041,538.3791376191352,192.30703440345494
2531,0.005537199999999999,T-1.25,0.0301244,T-0.75,22,0.01905,0.0176276,P-0.375,0.0172,0.01388,0.0002138000000000001,0.00166,0.0007112000000000004,0.00015131041193043737,0.0004277097562762814,0.0174138,0.011074399999999998,5.593383041892333,1.5742139255015641,699.3022016949341,192.18277367285916
